article_index,experiment_number,author,year,title,journal,url,searchterms,N_participants_recruited,N_participants_after_filtering,N_participants_per_item,part_profile,part_recruitment,compensation,demographics_reported,language,N_experiments,experiment_num_orig,N_conditions,N_conditions_reported,N_items_per_condition,design_type,between_subj_condition,balanced_items,exp_blocking,randomization,N_trials_per_participant,N_pre-test,N_post-test,multiple_tasks,confidence_design,N_target_items,N_target_items_per_participant,N_fillers,N_items_reported,linguistic_phenomenon,item_construction,item_balance,item_plausibility,contextualization,confidence_stimuli,instructions,rating_terminology,response_scale,response_levels,response_comparison,presentation_modality,task_review,task_timing,delivery_format,task_duration,task_supervision,pilot_testing,confidence,breaks,comprehension,confidence_task,stat_scale,preprocessing,software,statistical_test,bayesian,random_effects,effect_sizes,sig_threshold,mult_comp_correction,power_analysis,autocorr,propensity,other_instr,other_instr_type,confidence_analysis,item_avail,item_repository,data_avail,data_repository,preregistration,prereg_repository,corresp_author,coder_comments,coder_id
"Moulton, Chan, Cheng et al._2018_focus_on_cataphora",1,Keir Moulton; Queenie Chan; Tanie Cheng; Chung-Hye Han; Kyeong-Min Kim; Sophie Nickel-Thompson,2018.0,Focus on Cataphora: Experiments in Context,Linguistic Inquiry,https://www.jstor.org/stable/26799899,acceptability rating; linguistic intuition rating; naturalness rating,,,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1,1,,,,Within-subjects,NA,Not Reported,Not Reported,Not Reported,,0,0,Not Reported,,,,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,,Isolation,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,,,Not Reported,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,,Not Reported,NA,Not Reported,NA,Not Reported,NA,,"Exclude. This paper only contains experiments in which participants are to judge whether two pronouns refer to the same person / to which person a pronoun refers (choice of two names) / choose what happened in a short story (two options) to check coreferentiality. Hence, these are not strictly speaking acceptability judgements. None of the above fields have been filled out.",LR
"Divjak, Dąbrowska, Arppe_2016_machine_meets_man",1,Dagmar Divjak; Ewa Dąbrowska; Antti Arppe,2016.0,Machine Meets Man: Evaluating the Psychological Reality of Corpus-based Probabilistic Models,Cognitive Linguistics,https://doi.org/10.1515/cog-2015-0101,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; linguistic intuition judgment; linguistic intuition rating; meta-linguistic judgment; meta-linguistic rating; naturalness judgment; naturalness rating; naïve rating; sentence judgment; syntactic judgment,159,134,134,Not Reported,Mixed,Not Reported,Language background; Education,Russian,2,1,Unclear,No,Unclear,Within-subjects,NA,Not Reported,Not Reported,Not Reported,60,0,0,Not Reported,Slightly confident,60,60,Not Reported,Yes,Lexis,Fully Authentic,Frequency,Not Reported,Not Reported,Slightly confident,"Exact. You will be presented with 60 sentences from which a verb has been deleted. Read the sentences and the answer options and choose the verb that fits the context best from the list of six options. Work at a quick pace, don’t think too long over one answer, don’t go back and change things: there are no right or wrong answers and we are interested in your first choice.",other,Categorical (Unordered),6,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Other,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Corpus model predictions,Slightly confident,Public Repository,http://hdl.handle.net/10037.1/10246,Public Repository,http://hdl.handle.net/10037.1/10246,Not Reported,NA,d.divjak@sheffield.ac.uk,Analysis is very complex; data repository link is no longer working.,JG
"Divjak, Dąbrowska, Arppe_2016_machine_meets_man",2,Dagmar Divjak; Ewa Dąbrowska; Antti Arppe,2016.0,Machine Meets Man: Evaluating the Psychological Reality of Corpus-based Probabilistic Models,Cognitive Linguistics,https://doi.org/10.1515/cog-2015-0101,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; linguistic intuition judgment; linguistic intuition rating; meta-linguistic judgment; meta-linguistic rating; naturalness judgment; naturalness rating; naïve rating; sentence judgment; syntactic judgment,103,134,134,Not Reported,Mixed,Other incentive,Language background; Education,Russian,2,3,6,Yes,60,Within-subjects,NA,Not Reported,Intermixed,Semi-random,60,0,0,Not Reported,Slightly confident,360,60,Not Reported,Yes,Lexis,Fully Authentic,Frequency,Not Reported,Not Reported,Slightly confident,"Exact. In this experiment you will be asked to rate how natural sentences sound. We are specifically interested in the use of verbs meaning TRY such as probovat’, pytat’sja, starat’sja, silit’sja, norovit’ and poryvat’sja. There are 72 sentences in total and we would like you to rate them on a scale from 1 (sounds very strange) to 10 (sounds completely natural). Work at a quick pace, don’t think too long over one answer, don’t go back and change things: there are no right or wrong answers and we are interested in your first choice.",naturalness,Ordinal (Likert),10,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Continuous,Other,R,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Corpus model predictions,Slightly confident,Public Repository,http://hdl.handle.net/10037.1/10246,Public Repository,http://hdl.handle.net/10037.1/10246,Not Reported,NA,d.divjak@sheffield.ac.uk,Analysis is not clear about statistical methods; ratings were residualised and rescaled to 1-10; data repository link is no longer working.,JG
Cable_2017_the_implicatures_of,1,Seth Cable,2017.0,The implicatures of optional past tense in Tlingit and the implications for 'discontinuous past',NL & LT,http://www.jstor.org/stable/45095083,acceptability judgment; acceptability rating; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,0,0,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,0,0,0,No,0,Not Reported,NA,Not Reported,Not Reported,Not Reported,0,0,0,Not Reported,Very confident,0,0,Not Reported,No,Semantics; Morphology,Not Reported,Not Reported,Not Reported,Not Reported,Very confident,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Very confident,Not Reported,Not Reported,Not Reported,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Very confident,Published in article,NA,Not Reported,NA,Not Reported,NA,,Exclude. It looks like only the author judged the stimuli. Many of the stimuli were naturalistic.,DD
"Xiang, Harizanov, Kravtchenko_2011_processing_morphological_ambiguity",1,Ming Xiang; Boris Harizanov; Ekaterina Kravtchenko,2011.0,Processing morphological ambiguity: An experimental investigation of Russian numerical phrases,Lingua,https://doi.org/10.1016/j.lingua.2010.10.016,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,37,35,Not Reported,Not Reported,Not Reported,Paid directly,Language background; Age; Gender / Sex; Region,Russian,1,1,12,Yes,60,Within-subjects,NA,Not Reported,Not Reported,Not Reported,Not Reported,0,0,Not Reported,Slightly confident,720,60,108,No,Morphology; Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"The task instruction was to rate each sentence on a 1–7 scale, where 1 represented a completely unacceptable sentence, and 7 represented a fully acceptable one. The participants were instructed to make the judgments based on their intuitions, rather than any prescriptive rules acquired in classroom settings.",acceptability,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Paper,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Continuous,Not Reported,R,ANOVA,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,self-paced reading task,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,polinsky@fas.harvard.edu,used a mix of paper and computer-based surveys; no information on randomization or presentation order,JG
"Schumacher, Piñango, Avrutin_2010_reference_assignment_in",1,Petra B. Schumacher; Maria M. Piñango; Sergey Avrutin,2010.0,Reference assignment in Dutch: Evidence for the syntax–discourse divide,Lingua,https://doi.org/10.1016/j.lingua.2009.12.003,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,100,100,Not Reported,Students (unspecified),Not Reported,Not Reported,Language background; Age; Gender / Sex,Dutch,2,2,2,No,25,Within-subjects,NA,Yes,Intermixed,Semi-random,95,0,0,Not Reported,Fairly confident,50,25,45,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"Each sentence was presented in writing (on paper), up until the reflexive element and then a choice of ‘zich’, ‘zichzelf’, ‘both (zich and zichzelf)’, or ‘neither’ was given, and the participants were instructed to indicate which continuation of the sentence they found most acceptable (Question A). If they chose ‘both’, they had to make a forced-choice decision next and indicate whether they preferred zich or zichzelf (Question B). Furthermore, participants were instructed to base their decisions on their regular language use (i.e. what they would say or imagine somebody else to say) and not on rules they might have learned in school. ",acceptability,Categorical (Unordered),4,Variant Comparison,Written,Not Reported,Not Reported,Paper,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Other,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Slightly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,petra.burkhardt@aya.yale.edu,"task is complex, where if one specific option ('both') was chosen, and additional forced choice task was performed.",JG
"Sagarra, Herschensohn_2010_the_role_of",1,Nuria Sagarra; Julia Herschensohn,2010.0,The role of proficiency and working memory in gender and number agreement processing in L1 and L2 Spanish,Lingua,https://doi.org/10.1016/j.lingua.2010.02.004,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,196,,,Students (unspecified),Not Reported,Mixed,Language background; Education; Region,Spanish,1,1,3,No,10,Mixed,L1 vs. L2,Yes,Intermixed,Random,110,4,0,Not Reported,Fairly confident,30,30,80,Yes,Syntax,Fully Constructed,Length; Other,Not Reported,Not Reported,Fairly confident,"The grammaticality judgment task was administered one week after the self-paced reading task and required participants to classify sentences as correct or incorrect, to identify the source of the error in incorrect sentences with a circle on the incorrect word(s), and to rate how confident they were about their answer in a 5-point Likert scale. ",correctness,Dichotomous (Binary),2,Isolation,Written,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Not Reported,Not Reported,Slightly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,self-paced reading; working memory,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,sagarra@psu.edu,Exclude? Includes native and L2 participants; involves multiple set of tasks,JG
"Liu, Shi_2021_verum_shi_sentencefinal",1,Ying Liu; Wenlei Shi,2021.0,"Verum shi, sentence-final de and the emphatic effects in Mandarin",Lingua,https://doi.org/10.1016/j.lingua.2021.103186,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; meta-linguistic judgement; meta-linguistic judgment; meta-linguistic rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,90,Not Reported,6,Students (unspecified),Not Reported,Not Reported,Not Reported; Language background; Age; Gender / Sex,Mandarin Chinese,1,1,15,No,8,Within-subjects,NA,Yes,Intermixed,Semi-random,24,2,0,Not Reported,Fairly confident,120,8,16,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident," The participants were asked to judge how acceptable the conversation is, on a scale from 1 to 5, with 1 being least acceptable.",acceptability,Ordinal (Likert),5,Isolation,Audio,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Continuous,Not Reported,Not Reported,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,wenleishi@zju.edu.cn,,JG
Kawahara_2012_lymans_law_is,1,Shigeto Kawahara,2012.0,Lyman's Law is active in loanwords and nonce words: Evidence from naturalness judgment studies,Lingua,https://doi.org/10.1016/j.lingua.2012.05.008,grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; naturalness judgement; naturalness judgment; naturalness rating,54,Not Reported,Not Reported,Mixed,Not Reported,Mixed,Language background,Japanese,3,1,3,Yes,12,Within-subjects,NA,Yes,Intermixed,Semi-random,Not Reported,0,0,Not Reported,Fairly confident,36,Not Reported,Not Reported,Yes,Phonology,Fully Constructed,Other,Not Reported,Yes,Fairly confident,the participants were presented with one stimulus and asked to judge the naturalness of Rendaku when the stimulus is used as a second member of a compound.,naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,kawahara@rci.rutgers.edu,,JG
Kawahara_2012_lymans_law_is,2,Shigeto Kawahara,2012.0,Lyman's Law is active in loanwords and nonce words: Evidence from naturalness judgment studies,Lingua,https://doi.org/10.1016/j.lingua.2012.05.008,grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; naturalness judgement; naturalness judgment; naturalness rating,48,Not Reported,Not Reported,Mixed,Not Reported,Mixed,Language background,Japanese,3,2,3,Yes,12,Within-subjects,NA,Yes,Intermixed,Semi-random,Not Reported,0,0,Not Reported,Fairly confident,36,Not Reported,Not Reported,Yes,Phonology,Fully Constructed,Other,Not Reported,Yes,Fairly confident,the participants were presented with one stimulus and asked to judge the naturalness of Rendaku when the stimulus is used as a second member of a compound.,naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,kawahara@rci.rutgers.edu,,JG
